title,series,author,rating,pages,publishDate,numRatings,category
Fast-Tracked,Fast-Track Trilogy #1,Tracy Rozzlynn (Goodreads Author),3.96,262,2011-07-01,412,One Word
"Phoenix, Vol. 4: Karma",Phoenix #4,Osamu Tezuka,4.45,368,2004-05-19,412,None
The Empress And the Acolyte,Lyremouth Chronicles #3,Jane Fletcher,4.17,232,2006-11-13,412,Blank and Blank
The Infernal Devices Clockwork Angel,The Infernal Devices: Manga #Sampler,"Cassandra Clare (Goodreads Author), Hye-Kyung Baek (Illustrator)",4.36,,Published,412,None
"Saiyuki Reload Vol. 7 (Saiyuki Reload, #7)",Saiyuki universe #16,Kazuya Minekura,4.38,192,2007-04-10,411,None
Vølvens Datter,Jarastavens Vandring #1,"Saga Borg, Carola Jonsson, Jesper Svensson",3.70,332,1905-06-23,411,None
Darkness Unleashed,Mystic Wolves #6,Belinda Boring (Goodreads Author),4.48,,2014-07-27,411,None
Pandora,Pandora #1,Licia Troisi,3.63,362,2014-05-06,411,One Word
Confessions of a Fallen Angel,N/A,Ronan O'Brien,3.76,336,2008-02-01,411,Blank of Blank
Poderosa,Poderosa #3,Sérgio Klein,3.62,187,1905-06-29,411,One Word
Essential Amazing Spider-Man: Vol. 4,Essential Amazing Spider-Man #4,Stan Lee,4.17,544,2001-03-20,411,None
My Sparkling Misfortune,The Lakeland Knight #1,"Laura Lond (Goodreads Author), Alla Alekseyeva (Illustrator)",3.93,127,2011-01-18,411,None
Roswell,Stargate SG-1 #9,"Sonny Whitelaw, Jennifer Fallon (Goodreads Author)",4.06,348,2007-04-23,411,One Word
Scoundrels,Scoundrels #1,"Victor Cornwall, St. John Trevelyan, Duncan Crowe (Editor), James Peak (Goodreads Author) (Editor)",4.03,281,2017-03-17,410,One Word
To Catch a Mermaid,N/A,Suzanne Selfors (Goodreads Author),3.92,256,2009-02-01,410,None
Echo City,Echo City #1,Tim Lebbon (Goodreads Author),3.47,590,2011-07-07,410,None
The Land of Green Ginger,N/A,Noel Langley,4.34,149,2010-03-01,410,Blank of Blank
Dark Inheritance,N/A,"W. Michael Gear, Kathleen O'Neal Gear (Goodreads Author)",3.85,519,2001-03-06,409,None
Mary Paige,The Blood Vivicanti #1,"Becket, Anne Rice (Contributor)",3.53,71,2013-08-20,409,None
The Truth About Verity Sparks,Verity Sparks #1,Susan Green,3.89,297,2011-08-01,409,None
The Black Corridor,Sailing to Utopia #2,Michael Moorcock,3.50,187,1969-01-01,408,The Adjective Noun
Forgotten Sea,Children of the Sea #5,Virginia Kantra (Goodreads Author),4.03,304,2011-06-07,408,None
Plague World,Ashley Parker #3,Dana Fredsti (Goodreads Author),3.91,320,2014-08-26,407,None
Dungeons of Strata (Deepest Dungeon #1),N/A,G.D. Penman (Goodreads Author),4.22,,2020-01-20,407,Blank of Blank
Overstroomd,N/A,Eva Moraal,3.59,398,2012-09-17,407,One Word
Courting Magic,"Kat, Incorrigible #4",Stephanie Burgis (Goodreads Author),4.16,140,2014-08-12,407,None
Nausicaä of the Valley of Wind: Perfect Collection Boxed Set,Nausicaä of the Valley of Wind (Perfect) #1-4,Hayao Miyazaki,4.69,1063,2001-01-01,406,Blank of Blank
"Witch Hunter, Volume 1",Witch Hunter #1,Jung-man Cho,4.05,178,2022-05-11,406,None
Paradox,The Nulapeiron Sequence #1,John Meaney,3.74,492,2006-05-02,406,One Word
A Bite's Tale (A Furry Fable),N/A,Veronica Blade (Goodreads Author),3.75,155,2012-01-07,405,None
The Druid's Tune,N/A,O.R. Melling (Goodreads Author),3.95,208,1993-02-01,405,The Adjective Noun
Inferno,Star Trek: Deep Space Nine: Millenium #3,"Judith Reeves-Stevens, Garfield Reeves-Stevens",3.89,410,2000-04-01,404,One Word
Ash Mistry and the City of Death,Ash Mistry Chronicles #2,Sarwat Chadda (Goodreads Author),4.07,320,2013-02-28,403,Blank of Blank
Quest,N/A,Andreas Eschbach,3.76,,2001-02-29,403,One Word
Westlake Soul,N/A,Rio Youers (Goodreads Author),4.31,240,2012-04-10,403,None
The Starfollowers of Coramonde,Coramonde #2,Brian Daley,3.81,360,1979-02-01,403,Blank of Blank
Doctor Who: Goth Opera,Virgin Missing Adventures #1,"Paul Cornell (Goodreads Author), Peter Darvill-Evans (Preface)",3.69,238,1994-07-21,403,None
PineLight,PineLight #1,Jillian Peery (Goodreads Author),3.55,250,2011-07-04,402,One Word
City of Time,The Navigator Trilogy #2,Eoin McNamee,3.78,336,2008-06-24,402,Blank of Blank
Simon Bloom: The Octopus Effect,Simon Bloom #2,Michael Reisman,4.20,304,2009-06-11,402,None
Rain & Fire: A Guide to the Last Dragon Chronicles,The Last Dragon Chronicles,"Chris d'Lacey, Jay d'Lacey",3.99,166,2010-10-07,402,None
Die Magie der Namen,Die Magie der Namen #1,Nicole Gozdek (Goodreads Author),3.81,368,2016-03-01,402,None
Alice the Tennis Fairy,Rainbow Magic #62,"Daisy Meadows, Georgie Ripper",3.92,80,2022-03-08,401,None
The Child of Mystery,Chains of Darkness #1,Eve Hathaway,3.21,45,2013-05-17,401,Blank of Blank
Chameleon Moon,Chameleon Moon #1,RoAnna Sylver (Goodreads Author),4.07,439,2016-10-11,400,None
Máscara,N/A,"Stanisław Lem, Joanna Orzechowska (Traducción)",3.91,424,2022-11-13,400,One Word
Delta Green,Call of Cthulhu RPG,"Dennis Detwiller, Adam Scott Glancy, John Tynes",4.42,338,2022-05-07,400,None
Essential The Amazing Spider-Man Vol. 5,Essential Amazing Spider-Man #5,"Stan Lee (Writer), Roy Thomas (Writer)",4.22,528,1905-06-24,399,None
Keeping Hope,W.I.T.C.H. Chapter Books #18,Kate Egan,4.05,144,2005-12-01,399,None
Sabotage,Jimmy Coates #4,Joe Craig (Goodreads Author),4.09,310,Published,398,One Word
"Forgotten, Saved, Loved",Nightfall #2,Violet Samuels (Goodreads Author),4.10,243,2015-05-30,397,None
WildSpark,Ghost Machine Adventure #1,Vashti Hardy,4.34,448,2019-05-02,397,One Word
Without a Front: The Warrior’s Challenge,Chronicles of Alsea #3,Fletcher DeLancey (Goodreads Author),4.57,373,2015-11-15,396,None
Douluo Dalu,Douluo Dalu,"Tang Jia San Shao, Mu Feng Chun (Artist)",4.47,,2001-02-29,396,None
Crossover,The Chosen One Trilogy #1,Mireille Chester (Goodreads Author),3.97,333,2011-05-16,396,One Word
Tantra,The Anu Files #1,Adi (Goodreads Author),3.48,344,2013-03-09,396,One Word
Guide to the Camarilla,Vampire: the Masquerade,Richard Dansky (Goodreads Author),3.81,224,1999-01-14,396,None
The Deep Beyond: Cuckoo's Egg / Serpent's Reach (Union-Alliance Universe),N/A,C.J. Cherryh (Goodreads Author),4.10,534,2005-08-02,396,None
The Other Side,N/A,"Faraaz Kazi (Goodreads Author), Vivek Banerjee (Goodreads Author)",3.57,320,2013-10-31,395,The Adjective Noun
Echoes,Familiar and the Mage #4,"Honor Raconteur (Goodreads Author), Katie Griffin (Editor)",4.43,209,2018-12-08,395,One Word
Nexis,Tricksters #1,A.L. Davroe (Goodreads Author),4.03,412,2015-12-01,395,One Word
Toisaalla,Jäljellä & Toisaalla,Salla Simukka,3.34,233,2012-09-28,395,One Word
Longshot,Marvel Premiere Classic #14,"Ann Nocenti, Arthur Adams, Whilce Portacio",3.44,176,1989-09-01,395,One Word
The Adventures of Sock Monkey,Sock Monkey #1,"Tony Millionaire, John Flansburgh (Introduction)",4.20,117,2000-08-08,394,Blank of Blank
Desolate Angel,Dead Detective #1,Chaz McGee,3.78,298,2009-07-07,393,None
Forged in Ice,The Forged Chronicles #2,Alyssa Rose Ivy (Goodreads Author),4.17,,"Much awaited ""Paranormal, Romance, Fantasy"" books in 201537 books — 130 voters",393,None
Zoe the Skating Fairy,Rainbow Magic #59,"Daisy Meadows, Georgie Ripper",3.94,80,2008-04-03,393,None
Eerie,N/A,C.M. McCoy (Goodreads Author),4.35,410,2015-12-15,392,One Word
Cassidy Jones and the Seventh Attendant,Cassidy Jones Adventures #3,Elise Stokes (Goodreads Author),4.35,276,2022-05-13,392,Blank and Blank
Odysseus in the Serpent Maze,Young Heroes #1,"Jane Yolen (Goodreads Author), Robert J. Harris",3.77,248,2002-11-01,392,None
Who Let the Ghosts Out?,Mostly Ghostly #1,R.L. Stine (Goodreads Author),3.86,129,2004-08-24,392,None
Brody's Ghost Volume 4,Brody's Ghost #4,"Mark Crilley, Rachel Edidin (Editor)",4.26,96,2013-04-16,392,None
Loki: Nine Naughty Tales of the Trickster,N/A,Mike Vasich (Goodreads Author),3.80,144,2012-06-05,392,Blank of Blank
The Brown House,The Visitor's Series #1,Christy Sloat (Goodreads Author),4.16,324,2022-06-12,391,The Adjective Noun
Steelhands,Havemercy #4,"Jaida Jones (Goodreads Author), Danielle Bennett (Goodreads Author)",3.92,448,2011-08-02,391,One Word
The Rat Prince,N/A,Bridget Hodder (Goodreads Author),4.14,260,2016-08-23,390,The Adjective Noun
Hook,The Untold Stories of Neverland Book #1,K.R. Thompson,4.04,282,2014-12-14,390,One Word
Enlightened,The Light Tamer #2,Devyn Dawson (Goodreads Author),4.05,224,2012-10-10,390,One Word
Man After Man: An Anthropology of the Future,N/A,"Dougal Dixon, Philip Hood (illustrator), Brian W. Aldiss (Foreword)",3.88,128,1990-09-01,390,Blank of Blank
সায়েন্স ফিকশান সমগ্র ২,সায়েন্স ফিকশান সমগ্র #2,Muhammed Zafar Iqbal,4.25,503,1997-10-01,390,None
Percy Gloom,Percy Gloom #1,Cathy Malkasian,3.76,174,2007-06-17,390,None
Star Wars: The Essential Guide to Droids,Star Wars: Essential Guides,"Daniel Wallace (Goodreads Author), Bill Hughes",3.98,224,1999-02-16,389,None
The Second Son,N/A,Charles Sailor (Goodreads Author),4.16,365,1979-10-28,389,The Adjective Noun
Der Incal Bd. 4: In höchsten Höhen,L'Incal (Single Issues) #4,"Alejandro Jodorowsky, Mœbius, Delia Wüllner-Schulz (Übersetzerin)",4.12,64,2012-07-01,389,None
Dynasty of Rogues,Celaeno #5,Jane Fletcher,4.22,300,2007-03-12,388,Blank of Blank
"Tall, Dark and Divine",Bagging a Greek God #1,Jenna Bennett (Goodreads Author),3.62,291,2012-07-20,388,Blank and Blank
La torre y la isla,La llave del tiempo #1,"Ana Alonso (Goodreads Author), Javier Pelegrín",4.03,384,2007-01-30,388,None
A Drop of Red,Vampire Babylon #4,Chris Marie Green (Goodreads Author),3.64,324,2009-03-03,388,Blank of Blank
Fearless 2: Twisted; Kiss; Payback,Fearless #4-6,Francine Pascal (Goodreads Author),4.27,656,2013-02-05,388,None
Death & the Zombie Apocalypse,Zombie Apocalypse #2,Chelsea Luna (Goodreads Author),4.17,228,2014-01-29,387,None
Carpathia,N/A,Matt Forbeck (Goodreads Author),3.09,324,2012-02-28,387,One Word
The View from Here,N/A,"Rachel Howzell, Rachel Howzell Hall (Goodreads Author)",3.53,277,2010-11-07,387,None
Brat Pack,The King Hell Heroica #2,Rick Veitch,3.67,176,2003-06-01,387,None
Thinner Than Thou,N/A,Kit Reed,3.17,336,2005-06-01,386,None
Memory,N/A,Christoph Marzi,3.57,329,2013-08-01,386,One Word
Game of Universe,N/A,Eric S. Nylund (Goodreads Author),4.27,355,1997-01-01,386,Blank of Blank
Śledztwo. Katar,N/A,Stanisław Lem,3.84,,1905-06-04,386,None
The Outlandish Adventures of Liberty Aimes,N/A,Kelly Easton (Goodreads Author),3.95,217,2011-03-08,386,Blank of Blank
"V: The Second Generation, The Original Miniseries",Kenneth Johnson's V,Kenneth C. Johnson,3.49,448,2008-01-01,386,None
Lords of Destruction,Frank Frazetta's Death Dealer #2,"Frank Frazetta, James Silke",3.88,342,1993-06-15,385,Blank of Blank
Конкуренты,N/A,Sergei Lukyanenko,3.31,349,1905-06-30,385,One Word
Cursed,The Brookehaven Vampires #4,Joann I. Martin-Sowles (Goodreads Author),4.32,,"Iie Auors to Watch6,503 books — 6,950 votersSelf-Young Adult Books1,835 books — 2,793 voters",385,One Word
The Bone Conjurer,Rogue Angel #24,"Alex Archer (pseudonym), Michael Hauf",3.81,320,2010-05-11,385,The Adjective Noun
The Rise of Ren Crown: Volume 3,Ren Crown #3,Anne Zoelle (Goodreads Author),4.58,370,2015-07-29,384,Blank of Blank
Das kleine Ich-bin-ich,N/A,"Mira Lobe, Susi Weigl (illustrator)",4.47,32,1905-05-25,384,None
"Star Trek Cats: (Star Trek Book, Book About Cats)",N/A,Jenny Parks,4.23,64,2017-02-28,384,None
The Wild Beyond,The Last Wild #3,Piers Torday (Goodreads Author),4.42,352,2015-04-02,384,The Adjective Noun
Brittany The Basketball Fairy,The Sporty Fairies #4,"Daisy Meadows, Georgie Ripper (Illustrator)",3.95,80,2010-04-01,382,None
Soul Stalker,Timeless #2,Laura Kreitzer (Goodreads Author),4.15,370,2010-09-30,382,None
Echo,Species Intervention #6609 #2,J.K. Accinni,4.15,219,2012-08-26,381,One Word
The Thirteenth Chime,Sense of Truth #1,Emma Michaels,3.61,238,2010-08-13,381,The Adjective Noun
Сердца четырех,N/A,"Vladimir Sorokin, Владимир Сорокин",3.33,355,1905-06-23,381,None
The Shadowhand Covenant,The Vengekeep Prophecies #2,"Brian Farrey (Goodreads Author), Brett Helquist (Illustrations)",4.23,375,2013-10-22,381,The Adjective Noun
Poseidon’s Children,The Legacy of the Gods #1,Michael West (Goodreads Author),3.46,311,2022-03-12,380,None
The Fires of Calderon,The Balance Keepers #1,Lindsay Cummings (Goodreads Author),4.18,352,2014-09-23,380,Blank of Blank
Paradox,Rogue Angel #21,"Alex Archer (pseudonym), Victor Milán",3.75,320,2009-11-10,380,One Word
Rise of the Lycans,Underworld #4,Greg Cox,3.97,352,2008-12-30,380,Blank of Blank
Fright Night,N/A,"John Skipp, Craig Spector",4.03,171,2001-02-29,379,None
Coralina,The Nine Princesses Novellas #2,Anita Valle (Goodreads Author),3.88,184,2012-11-28,379,One Word
Rapunzelle,Everland Ever After #5,Caroline Lee (Goodreads Author),3.91,205,2016-07-26,379,One Word
Adventures of a Cat-Whiskered Girl,Neddie & Friends #3,"Daniel Pinkwater, Calef Brown (Illustrations)",3.78,268,2010-06-07,379,Blank of Blank
Peter: The Untold True Story,N/A,Christopher Daniel Mechling (Goodreads Author),3.79,220,2013-05-04,378,None
Ghosts & Echoes,Shadows Inquiries #2,Lyn Benedict,3.64,362,2010-04-27,377,None
Adventures of Sindbad,N/A,"Gyula Krúdy, George Szirtes",3.69,206,1998-06-01,377,Blank of Blank
The Chaos King,Wall and the Wing #2,Laura Ruby,3.98,325,2007-06-01,376,The Adjective Noun
The Lonely Ones,N/A,Kelsey Sutton (Goodreads Author),4.03,240,2016-04-26,376,The Adjective Noun
The Reach Between Worlds,The Arclight Saga #1,Cameron M. Hayden (Goodreads Author),3.98,400,2022-10-17,375,None
Elemental,Auri #1,Emily White,3.42,180,2011-06-05,375,One Word
Magic in the Mix,Miri and Molly #2,Annie Barrows,4.00,288,2014-09-16,375,None
Doctor Who and the Daemons,Doctor Who Library (Target) #15,Barry Letts,3.84,176,1974-10-17,375,Blank and Blank
Progeny,N/A,Patrick C. Greene (Goodreads Author),3.72,230,2012-10-20,374,One Word
"The Complete Stories of Theodore Sturgeon, Volume II: Microcosmic God",The Complete Stories of Theodore Sturgeon #2,"Theodore Sturgeon, Paul Williams (Editor), Samuel R. Delany (Introduction)",4.21,408,1998-11-12,374,Blank of Blank
The Giants Novels,Giants #1-3,James P. Hogan,4.21,704,1994-05-01,374,The Adjective Noun
The Spirit Banner,Rogue Angel #22,"Alex Archer (pseudonym), Joseph Nassise (Goodreads Author)",3.87,320,2010-01-05,373,The Adjective Noun
La Soledad de una bruja,The Apprentice Witch #2,James Nicol (Goodreads Author),4.20,376,2018-10-17,373,None
Dragonlinks,The Jelindel Chronicles #1,Paul Collins (Goodreads Author),3.73,387,2002-08-31,373,One Word
nevermore,Everafter #2,"Nell Stark (Goodreads Author), Trinity Tam",4.02,264,2010-10-19,373,One Word
Pandora's Box,The Road to Hell #1,Gracen Miller,4.19,314,2011-08-19,372,None
Forced Mate,God Princes of Tigron #1,"Rowena Beaumont Cherry, Rowena Cherry (Goodreads Author)",3.27,326,2004-11-02,372,None
The Story of the Champions of the Round Table,N/A,Howard Pyle,3.91,329,1968-06-01,372,Blank of Blank
The Song of Albion Collection,The Song of Albion #1-3,Stephen R. Lawhead,4.40,1376,2014-08-12,372,Blank of Blank
Clash of Beasts,Going Wild #3,Lisa McMann (Goodreads Author),4.36,400,2018-10-02,371,Blank of Blank
Womanthology: Heroic,N/A,"Bonnie Burton (Goodreads Author) (Editor), Rachel Autumn Deering (Editor), Nicole Falk (Editor), Jessica Hickman (Editor), Mariah Huehner (Goodreads Author) (Editor), Suzannah Rowntree (Goodreads Author) (Editor), Barbara Randall Kesel, Anya Martin (Goodreads Author), more…",3.81,300,2012-03-27,371,None
The Metaphysics of Star Trek,N/A,Richard Hanley,3.84,253,1997-07-09,371,Blank of Blank
Absorption,Ragnarok #1,John Meaney,3.75,407,2011-02-01,371,One Word
The Oldest Soul - Animus,N/A,Tiffany FitzHenry (Goodreads Author),3.84,328,2015-10-23,370,None
Underdead,Underdead Mystery #1,Liz Jasper (Goodreads Author),3.55,276,2008-01-29,370,One Word
The Art of The Secret World of Arrietty,N/A,Hiromasa Yonebayashi,4.45,200,2012-02-07,370,Blank of Blank
The Giant Under the Snow,N/A,"John Gordon, Gary Blythe (Illustrations)",3.59,208,2009-10-01,369,None
Spike vs. Dracula,Spike Comics (Buffy Vampire Slayer,"Peter David, Joe Corroney",3.99,120,2006-10-17,369,None
Albion,Albion #1,Bianca Marconero (Goodreads Author),4.12,400,2013-03-08,369,One Word
Deseos de Sangre,Les Gargouillen #1,"Vickie Taylor (Goodreads Author), Silvia Guiu (Translator)",3.60,333,2007-06-30,369,None
Fenrir,The Wolfsangel Cycle #2,M.D. Lachlan (Goodreads Author),3.75,443,2011-07-01,369,One Word
Edgeland,N/A,"Jake Halpern, Peter Kujawinski (Goodreads Author)",3.53,272,2017-05-09,369,One Word
Peter Pan: or The Boy Who Would Not Grow Up: A Fantasy in Five Acts,N/A,"J.M. Barrie, Trevor Nunn",4.01,125,1993-12-01,369,None
High Couch of Silistra,Silistra #1,Janet E. Morris (Goodreads Author),3.66,265,2015-09-15,368,Blank of Blank
Dust,Heirs of Neverland #1,Kara Swanson (Goodreads Author),4.23,368,2020-07-21,368,One Word
Gélida Luz,Favole #3,"Victoria Francés, Pedro Silva (Translator)",4.23,48,1905-06-29,368,None
Mulan: Before the Sword,N/A,Grace Lin (Goodreads Author),4.25,384,2020-02-11,368,None
Dominion,Life After #3,Julie Hall (Goodreads Author),4.47,392,2018-03-20,367,One Word
"The Melancholy of Haruhi Suzumiya, Vol. 4",The Melancholy of Haruhi Suzumiya #4,"Nagaru Tanigawa, Noizi Itou, Gaku Tsugano",4.08,192,2009-10-27,367,Blank of Blank
A Living Soul,N/A,"P.C. Jersild, Rika Lesser (Translator)",3.84,266,1905-06-10,366,None
Dark Soul,The Legends of Regia #4,Tenaya Jayne (Goodreads Author),4.19,203,2015-04-13,366,None
Black Death in a New Age,N/A,Kathy T. Kale (Goodreads Author),3.88,330,2013-12-09,366,None
Infernal Affairs,OSI #4,Jes Battis (Goodreads Author),3.84,304,2011-05-31,366,None
Shike,Shike #1-2,Robert Shea,4.31,702,1992-01-13,365,One Word
The Dead Gentleman,N/A,Matthew Cody (Goodreads Author),3.73,283,2011-11-08,365,The Adjective Noun
Illegal Aliens,N/A,"Nick Pollotta, Phil Foglio",4.17,336,1989-02-05,364,None
Kenobi's Blade,Star Wars: Junior Jedi Knights #6,Rebecca Moesta (Goodreads Author),3.54,118,1999-04-01,364,None
新世界より [Shinsekai Yori],From the New World (Novel,"Yusuke Kishi, 貴志 祐介",4.54,953,2008-01-23,363,None
Shadow Falling,Avatars #2,Tui T. Sutherland,4.18,356,2007-10-01,363,None
The Birthmark and Other Stories,N/A,Nathaniel Hawthorne,3.87,240,1968-04-01,363,Blank and Blank
Odyssee im Orient,Приключения Трикса #2,"Sergei Lukyanenko, Sergei Lukyanenko, Christiane Pöhlmann (Translator)",3.78,589,2012-03-12,363,None
The World Treasury of Science Fiction,N/A,"David G. Hartwell (Editor, Contributor), Clifton Fadiman (Contributor), Kurt Vonnegut Jr. (Contributor), John W. Campbell Jr. (Contributor), J.G. Ballard (Contributor), Kono Tensei (Contributor), Theodore Sturgeon (Contributor), Karl Michael Armer (Contributor), more…",4.11,1112,1989-03-01,363,Blank of Blank
The Aylesford Skull,Narbondo #7,James P. Blaylock,3.58,425,2013-01-15,363,The Adjective Noun
My Wolf King,Wolf Town Guardians #1,Rose Wynters (Goodreads Author),3.41,,2013-06-09,362,None
Szepty Dzieci Mgły i inne opowiadania,N/A,Trudi Canavan,3.68,208,2010-11-10,361,None
Root,The Unfinished Song #4,Tara Maya (Goodreads Author),4.24,233,2001-02-29,361,One Word
The Call of Agon,The Children of Telm #1,Dean F. Wilson (Goodreads Author),3.64,384,2013-03-01,360,Blank of Blank
god bless the gargoyles,N/A,Dav Pilkey,4.28,32,1996-10-01,360,None
Guarding Eden,A Midway Novel #1,Cameo Renae (Goodreads Author),4.53,,2017-07-28,360,None
Joe,Joe #1,H.D. Gordon (Goodreads Author),4.13,336,2012-06-29,360,One Word
Dreams of Sex and Stage Diving,N/A,Martin Millar (Goodreads Author),3.66,200,1994-01-01,359,Blank of Blank
"Wishes, Kisses, and Pigs",N/A,Betsy Hearne,3.65,144,2003-09-01,359,Blank and Blank
The War of the Worlds/The Invisible Man/The Time Machine,N/A,H.G. Wells,4.16,283,1905-06-07,358,Blank of Blank
Freddy and the Ignormus,Freddy the Pig #8,"Walter R. Brooks, Kurt Wiese (Illustrator)",4.20,288,1998-11-01,357,Blank and Blank
Dionna's Warrior,Dragon Origins #1,RuRyan,4.02,394,2018-04-25,357,None
86 ―エイティシックス― [Light Novel],86 (Light Novel) #1,"Asato Asato, 安里 アサト, Shirabii (Illustrator), しらび (Illustrator), I-IV (Mechanical Design)",4.45,344,2017-02-10,357,None
The Uncanny,N/A,Andrew Klavan (Goodreads Author),3.20,416,1998-09-08,357,The One Word
Sacred Ground,Rogue Angel #23,"Alex Archer (pseudonym), Jon F. Merz (Goodreads Author)",3.84,320,2010-03-09,357,None
Weathercock,N/A,Glen Duncan,3.96,500,2004-01-01,357,One Word
Van Laven Chronicles: Throne of Novoxos,Van Laven Chronicles #1,Tyler Chase (Goodreads Author),4.32,437,2001-02-29,355,Blank of Blank
California Angel,N/A,Nancy Taylor Rosenberg,3.44,313,1998-10-01,355,None
Redemption Prep,N/A,Samuel Miller,2.82,416,2020-04-14,355,None
Apocalypse,N/A,Tim Bowler,3.58,352,2004-10-07,355,One Word
The Forest of Hours,N/A,"Kerstin Ekman, Anna Paterson (Translator)",3.90,496,1999-11-04,355,Blank of Blank
Curse of the Gargoyle,Cursed MacKinnons #1,Tara Nina (Goodreads Author),3.46,302,2006-02-01,355,Blank of Blank
Blood Relations,Spy High #5,A.J. Butcher,3.83,240,2005-04-06,355,None
Storm Warning - Storm Rising - Storm Breaking,N/A,Mercedes Lackey,4.56,,1905-06-16,355,None
The Dog Runner,N/A,Bren MacDibble (Goodreads Author),4.10,248,2019-02-04,355,The Adjective Noun
Hive,Species Intervention #6609 #4,J.K. Accinni,4.41,184,2012-12-29,354,One Word
The Many Lives of Avery Snow,The Past Lives #1,Christy Sloat (Goodreads Author),3.66,210,2012-01-11,354,Blank of Blank
The Vampire's Promise,Vampire's Promise #3,Caroline B. Cooney,3.41,166,1993-02-01,354,The Adjective Noun
Everyone Knows What a Dragon Looks Like,N/A,"Jay Williams, Mercer Mayer (Illustrator)",4.44,27,1976-12-01,354,None
The Iron Fey Series 5 Books Collection Set,N/A,Julie Kagawa (Goodreads Author),4.68,,2001-02-29,353,None
This Magic Moment,Magic #4,Patricia Rice (Goodreads Author),4.05,308,2013-04-02,353,None
Das Gauklermärchen: Ein Spiel in sieben Bildern sowie einem Vor- und Nachspiel,N/A,Michael Ende,3.63,100,1905-06-04,353,None
Wings of the Storm,Time Search #1,Susan Sizemore,3.61,352,1994-02-28,353,Blank of Blank
Tribal Ways,Rogue Angel #25,"Alex Archer (pseudonym), Victor Milán",3.80,320,2010-07-06,353,None
Les Cendres de l'oubli,Phænix #1,Carina Rozenfeld,3.88,450,2012-09-06,352,None
Pine & Boof: The Lucky Leaf,Pine & Boof #1,Ross Burach,4.06,40,2017-09-12,352,Blank of Blank
The Dragon's Mark,Rogue Angel #26,"Alex Archer (pseudonym), Joseph Nassise (Goodreads Author)",3.83,320,2010-09-14,352,The Adjective Noun
The Secret History of a Teenage Vampire,The Department 19 Files #4,Will Hill (Goodreads Author),4.21,96,2013-03-01,352,Blank of Blank
A Sky Beyond the Storm,An Ember in the Ashes #4,Sabaa Tahir (Goodreads Author),4.25,400,Expected publication: December 1 2020,351,None
Subjugation,Subjugation Universe #1,James Galloway,4.30,,2007-01-24,350,One Word
Prowlers,Prowlers #1,Christopher Golden (Goodreads Author),3.96,320,2001-04-03,350,One Word
Jonas,Blood and Sex #2,Angela Cameron (Goodreads Author),4.00,208,2009-03-03,350,One Word
Brædder til Draculas kiste,Freddy-serien #2,Dennis Jürgensen,3.83,,1905-06-05,350,None
My Shadow Warrior,MacDonell Brides #3,Jen Holling,3.98,384,2005-08-01,350,None
Two and Twenty Dark Tales: Dark Retellings of Mother Goose Rhymes,N/A,"Nina Berry (Goodreads Author), Sarwat Chadda (Goodreads Author), Shannon Delany (Goodreads Author), Max Scialdone, Karen Mahoney (Goodreads Author), Lisa Mantchev, Georgia McBride (Goodreads Author), C. Lee McKenzie (Goodreads Author), more…",3.64,340,2012-10-16,349,Blank of Blank
Untitled,The Six of Crows Trilogy #3,Leigh Bardugo (Goodreads Author),4.79,,Published,349,One Word
Alice in Time,N/A,Penelope Bush,3.38,160,2010-04-28,349,None
Vigilante,Dangerous Times #3,Robin Parrish (Goodreads Author),3.81,363,2011-07-01,348,One Word
The Unwanteds Box Set,Unwanteds #1-3,Lisa McMann (Goodreads Author),4.69,1280,2013-09-03,348,None
A Sliver of Stardust,A Sliver of Stardust #1,Marissa Burt (Goodreads Author),3.76,384,2015-10-20,348,Blank of Blank
Warriors of the Cross,Warrior #1,T.R.G. (Goodreads Author),3.76,434,2011-02-26,347,Blank of Blank
Rapture,Rapture Trilogy #1,Phillip W. Simpson (Goodreads Author),3.86,300,2011-10-21,347,One Word
Fata Morgana,N/A,William Kotzwinkle (Goodreads Author),3.77,209,1977-01-01,347,None
All the Inside Howling,Hollow Folk #2,Gregory Ashe (Goodreads Author),4.35,338,2017-02-11,345,None
